id,Name,Calcium_mg,Calories,Cholesterol <_mg,Cholesterol_mg,Contains,Dietary Fiber <_g,Dietary Fiber_g,Ingredients,Iron_mg,Potas._mg,Protein_g,Saturated Fat_g,Serving Size,Sodium_mg,Total Carbohydrate <_g,Total Carbohydrate_g,Total Fat_g,Total Sugars <_g,Total Sugars_g,Trans Fat_g,Vit. D_mcg
231,Banana Coffee Cake (w/nuts) (v),45.0,220,,15.0,"Eggs, Milk, Soy, Tree Nuts, Wheat",,1.0,"Granulated Sugar (vgn)(Sugar), Yellow Bananas, Mashed, All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Sour Cream (v)(Cultured pasteurized grade A milk, cream, nonfat milk solids, modified food starch, sodium tripolyphosphate, guar gum, calcium sulfate, carrageenan, locust bean gum and potassium sorbate.), Fresh Cage Free Egg(Egg), Shortening(Palm Oil. OR Partially Hydrogenated Soybean And Cottonseed Oils.), Chopped Walnuts(Walnuts. Packed in a facility that processes on shared equipment with Peanuts, Tree Nuts, Wheat, Soy, and Egg.), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Baking Soda(Sodium bicarbonate), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Spices(Ground Cinnamon)",0.87,80.0,3.0,3.5,Piece (71g),170.0,,33.0,9.0,,20.0,0.0,0.1
232,Strawberry Bread (v),22.0,420,,75.0,"Eggs, Milk, Wheat",,1.0,"All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Granulated Sugar (vgn)(Sugar), Strawbry Filling, Westco(Water, High Fructose Corn Syrup, Food Starch Modified. Contains 2% Or Less Of Each Of The Following: Sorbitol, Artificial Flavor, Citric Acid, Preservatives (Sodium Benzoate, Sodium Propionate), Caramel Color, Red 40, Blue 1), Fresh Cage Free Egg(Egg), Sour Cream (v)(Cultured pasteurized grade A milk, cream, nonfat milk solids, modified food starch, sodium tripolyphosphate, guar gum, calcium sulfate, carrageenan, locust bean gum and potassium sorbate.), Sliced Strawberry (Frozen)(Strawberries), Powdered Sugar(Sugar, Corn Starch), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Flavorings(Alcohol (83%,) Water, And Oil of Lemon. OR Alcohol, Water, and Lemon Oil), Baking Soda(Sodium bicarbonate), Cream of Tartar(Cream of Tartar)",1.39,70.0,4.0,13.0,Slice (113g),250.0,,53.0,21.0,,26.0,0.0,0.2
233,Teriyaki Beef,27.0,150,,40.0,"Sesame, Soy, Wheat",,1.0,"Beef Knuckle(Beef), Broccoli, Mirin(Glucose Syrup, Water, Alcohol, Rice, Salt. OR High Fructose Corn Syrup, Water, Sugar, Sake, Yeast Extract, Citric Acid, Potassium Sorbate (Preservative) OR Water. Rice. Salt. OR Glucose Syrup, Water, Alcohol, Rice, Salt. OR Water, Sugar, Rice, Corn Syrup, Koji Rice OR High Fructose Corn Syrup, Water, Sugar, Sake (Water, Rice, Koji (Aspergillus Oryzae)), Yeast Extract, Citric Acid, Potassium Sorbate), Onions, Gai Lan(Gai Lan), Carrots, Diagonally Cut, Sake(Sake OR Water, Rice, Koji, Salt), Water, Pineapple Tidbits(Pineapple, Pineapple Juice), Leek(Leek), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Peeled Garlic Clove, Green Onion(Green Onion), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Sesame Oil(Sesame oil (made from toasted white sesame seeds).), Spices(Crushed Red Pepper Flake), Cornstarch(Corn starch)",1.54,320.0,14.0,1.5,1/2 Cup (133g),110.0,,13.0,3.5,,10.0,,
234,Tofu Teriyaki Rice Bowl (vgn),23.0,210,,,"Soy, Wheat",,2.0,"Calrose Rice(Calrose Rice (Medium Grain White), Enriched With Iron (Ferric Orthophosphate), Niacin, Thiamine (Thiamine Mononitrate), And Folate.), Tofu (vgn)(Water, Soybeans, Calcium Sulfate), Nappa Cabbage(Nappa Cabbage), Mirin(Glucose Syrup, Water, Alcohol, Rice, Salt. OR High Fructose Corn Syrup, Water, Sugar, Sake, Yeast Extract, Citric Acid, Potassium Sorbate (Preservative) OR Water. Rice. Salt. OR Glucose Syrup, Water, Alcohol, Rice, Salt. OR Water, Sugar, Rice, Corn Syrup, Koji Rice OR High Fructose Corn Syrup, Water, Sugar, Sake (Water, Rice, Koji (Aspergillus Oryzae)), Yeast Extract, Citric Acid, Potassium Sorbate), Chinese Snow Pea(Chinese Snow Pea), Broccoli, Jumbo Carrot, Sake(Sake OR Water, Rice, Koji, Salt), Water, Cauliflower(Cauliflower), Onions, Mushrooms, #2 Chopped(Mushroom), Canola Oil(Canola Oil), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Green Onions, Chopped(Green Onion), Low Sodium Tamari Soy Sauce (vgn)(Water, Soybeans, Salt, Sugar, Alcohol, Vinegar, Lactic Acid. OR Water, Soybeans, Salt, Alcohol (To Preserve Freshness), Lactic Acid, Rice Vinegar. May Contain Shellfish, Eggs, Fish, Milk, Sesame.), Peeled Garlic Clove, Cornstarch(Corn starch)",67.67,150.0,3.0,0.5,Cup (198g),95.0,,28.0,7.0,,9.0,,0.4
235,Ham & Navy Bean Soup,52.0,100,,10.0,"Pork, Soy",,4.0,"Water, White Navy Bean(Small White Beans), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Carrots, Diced, Onions, Ham, Shoulder Hocks Diced(Pork), Celery, Diced(Celery), Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Garlic, Minced, Spices(Oregano Leaves)",1.18,340.0,6.0,1.0,6 oz. Ladle (188g),105.0,,12.0,2.5,,2.0,,0.2
236,Chicken Chile Verde & Black Bean Burrito,146.0,320,,50.0,"Soy, Wheat",,6.0,"Halal Chicken Thigh(Halal Chicken Thigh), Flour Tortilla(Whole Wheat Flour, Bleached and Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Palm Oil, Soybean Oil contains less than 2% of the following (Salt, Mono & Diglyceride, Baking Powder (Corn Starch, Sodium Acid Phyrophosphate, Sodium Bicarbonate, Monocalcium Phosphate), Wheat Gluten, Calcium Propionate, Guar Gum, Potassium Sorbate, Fumaric Acid, Enzyme, Sodium Metabisulfite).), Black Bean(Black Beans), Fresh Tomatillo(Tomatillo), Anaheim Chile(Anaheim Pepper), Onions, Tomatillo Sauce(Tomatillos, water, modified food starch and citric acid. OR Tomatillos, citric acid (to acidify). Or Crushed Tomatillos), Water, Peeled Garlic Clove, Serrano Chile(Chile Serrano), Spices(Black Cumin Seed), Jalapeno Peppers, Chopped(Jalapeno peppers ,water, vinegar, salt, calcium chloride, garlic. OR Sliced jalapenos, water, vinegar, salt, calcium chloride.), Spices(Oregano Leaves), Spices(Black Pepper), Chicken Base(Roasted Chicken, Salt, Sugar, Hydrolyzed Corn Protein, Contains 2% Or Less Of Chicken Fat, Onion Powder, Disodium Inosinate, Disodium Guanylate, Extractive of Turmeric (Color), Spice Extractive. OR Roasted Chicken, Salt, Hydrolyzed Corn Protein, Sugar, Chicken Fat, Maltodextrin, Containes 2% or less of Yeast Extract, Onion Powder, Disodium Inosinate, Disodium Guanylate, Turmeric (Color), Natural Flavoring, Extractive Of Annatto (Color).), Kosher Salt(Kosher Salt)",3.84,450.0,21.0,2.5,Burrito (217g),290.0,,37.0,9.0,,3.0,0.0,0.0
237,Baked Acorn Squash (v),35.0,90,,10.0,Milk,,3.0,"Acorn Sqsh, 1/4 And Clean, Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Butter Solid 1# Print(Pasteurized Cream, Salt), Kosher Salt(Kosher Salt), Spices(Black Pepper), Spices(Ground Cinnamon), Spices(Ground Ginger), Spices(Ground allspice), Spices(Nutmeg)",0.71,330.0,1.0,2.5,Slice (83g),90.0,,15.0,4.0,,4.0,,0.1
238,Pasta Carbonara,124.0,330,,35.0,"Milk, Pork, Wheat",,2.0,"Spaghetti(Semolina (wheat), durum wheat flour, vitamin B3 (niacin), iron (ferrous sulfate), vitamin B1 (thiamine mononitrate), vitamin B2 (riboflavin), folic acid. May contain eggs.), Whole Milk(Milk, vitamin D3), Heavy Cream(Milk, cream), Bacon 1 (Cooked)(Pork cured with water, salt, sugar, sodium phosphate, sodium diacetate, sodium erythorbate, flavoring, sodium nitrite.), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Asiago Cheese (v)(Pasteurized Milk, Cheese Cultures, Sea Salt, Enzymes (Microbial), Natamycin (To Protect Flavor).), Fresh Herbs(Parsley), Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Canola Oil(Canola Oil), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Peeled Garlic Clove, Garlic, Spices(Black Pepper), Kosher Salt(Kosher Salt), Spices(Ground White Pepper), Water",0.81,300.0,11.0,7.0,3/4 Cup (168g),340.0,,36.0,16.0,,4.0,0.0,0.6
239,Linguini Pasta (vgn),9.0,140,,0.0,Wheat,,1.0,"Linguini Pasta(Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamin Mononitrate, Riboflavin, Folic Acid), Water",1.35,0.0,4.0,0.0,1/3 Cup (85g),0.0,,26.0,1.0,1.0,,0.0,0.0
240,Fresh Basil Pesto (v),74.0,150,5.0,,Milk,,0.0,"Canola Oil(Canola Oil), Fresh Herbs, Shredded Parmesan Cheese(Pasteurized Part Skim Milk, Cheese Culture, Salt, Enzymes (Microbial)), Fresh Spinach(Spinach), Peeled Garlic Clove, Kosher Salt(Kosher Salt), Spices(Black Pepper)",0.56,70.0,2.0,1.5,1 oz Ladle (36g),135.0,,1.0,16.0,,0.0,0.0,0.0
241,Indian Lentils w/Long Grain Rice (vgn),46.0,110,,0.0,Soy,,4.0,"Water, Long Grain Rice(Long grain white rice, enriched with niacin, iron (ferric orthophosphate), thiamine (thiamine mononitrate), and folic acid.), Lentil(Lentils), Onions, Carrot, Celery(Celery), Spices(Black Pepper, Cumin, Cinnamon, Coriander, Nutmeg, and Spices. OR Coriander, Cumin, inger, Chili, Cloves, Bay Leaves, Cinnamon.), Spices(Coriander Seed), Spices(Coriander, Fenugreek, Turmeric, Cumin, Black Pepper, Bay Leaves, Celery Seed, Nutmeg, Cloves, Onion, Red Pepper, And Ginger), Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Kosher Salt(Kosher Salt), Spices(Black Pepper)",2.68,240.0,4.0,0.0,1/2 Cup (143g),75.0,,21.0,2.0,,2.0,,0.0
242,Sausage Pizza,179.0,280,,30.0,"Milk, Pork, Wheat",,2.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Pork Cube (Frozen)(Pork), Warm Water, Mozzerella Cheese *ccp(Cultured Pasteurized Part-Skim Milk, Salt and Enzymes (Microbial).), Pizza Sauce(Vine- ripened fresh tomatoes, salt, and basil.), Water, Parmesan Cheese *ccp(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Nonfat Dry Milk(Instant Nonfat Dry Milk), Peeled Garlic Clove, Fennel Fresh(Anise Fennel), Green Bell Pepper(Bell Pepper), Onions, Spices(Granulated garlic), Granulated Sugar (vgn)(Sugar), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Kosher Salt(Kosher Salt), Spices(Crushed Red Pepper Flake), Spices(Spices, Thyme, Sage), Spices(Black Pepper), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Fresh Herbs, Spices(Garlic Powder), Spices(Fennel Seed), Dried Chopped Onion(Dehydrated Onion), Spices(Ground White Pepper), Spices(Oregano Leaves), Spices(Spanish Paprika), Spices(Parsley Flake)",2.09,280.0,16.0,3.5,Slice (116g),390.0,,29.0,10.0,,3.0,0.0,0.2
243,Garlic Pizza Sticks with Marinara (v),75.0,260,,0.0,"Milk, Wheat",,2.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Warm Water, Tomato Sauce(Vine-Ripened Fresh Tomatoes, Salt, Onion Powder, Garlic Powder, Red Pepper And Naturally Derived Citric Acid. May Contain Shellfish, Eggs, Fish, Milk, Peanuts, Sesame, Soy, Tree Nuts, Wheat. OR Tomatoes, Salt, Dehydrated Onions, Dehydrated Garlic, Spices, Natural Flavorings, Sweet Bell Pepper, Citric Acid.), Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Peeled Garlic Clove, Extra Virgin Olive Oil (vgn)(Extra virgin olive oil), Fresh Herbs(Parsley), Grated Parmesan Cheese (v)(Pasteurized Milk, Cheese Culture, Salt, Enzymes (Microbial).), Onions, Nonfat Dry Milk(Instant Nonfat Dry Milk), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Spices(Granulated garlic), Granulated Sugar (vgn)(Sugar), Spices(Crushed Red Pepper Flake), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Fresh Herbs, Fresh Herbs(Parsley), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Spices(Ground White Pepper), Spices(Whole Bay Leaves)",2.68,190.0,9.0,1.0,3 Pieces (129g),290.0,,42.0,5.0,,3.0,0.0,0.0
244,Hawaiian Sweet Bread (v),13.0,190,,30.0,"Eggs, Milk, Wheat",,1.0,"Hi-Gluten Flour(Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid. Ascorbic Acid Added As A Dough Conditioner. OR Wheat Flour, Vitamin C (Ascorbic Acid added as a dough conditioner), Enzyme (added for improved baking), Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid.), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Pineapple Juice, Warm(Pineapple Juice, Ascorbic Acid (Vitamin C), Vitamin E, and Vitamin A. OR Pineapple juice, ascorbic acid (vitamin C)), Whole Milk(Milk, vitamin D3), Fresh Cage Free Egg(Egg), Granulated Sugar (vgn)(Sugar), Brown Sugar (vgn)(Brown Sugar (Cane Sugar, Cane Syrups)), Dry Active Yeast(Yeast, Sorbitan Monostearate OR Large Flake Inactive Nutritional Yeast), Salt (vgn)(Salt, Yellow Prussiate Of Soda.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.)",1.4,30.0,5.0,3.5,Slice (59g),150.0,,28.0,6.0,,6.0,0.0,0.1
245,Tres Leches Cake (v),134.0,280,,40.0,"Eggs, Milk, Wheat",,0.0,"Whole Milk(Milk, vitamin D3), Heavy Cream(Milk, cream), Cake Flour(Bleached Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Granulated Sugar (vgn)(Sugar), Canola Oil(Canola Oil), Evaporated Milk(Milk, Dipotassium Phosphate, Carrageenan, Vitamin D3.), Sweetened Condensed Milk(Concentrated whole milk and sugar.), Fresh Cage Free Egg(Egg), Powdered Sugar(Sugar, Corn Starch), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Flavorings(Alcohol (79%), Water & Oil of Orange.), Flavorings(Water, Propylene Glycol, Caramel Color and Artificial Flavors.), Spices(Ground Cinnamon), Salt (vgn)(Salt, Yellow Prussiate Of Soda.)",0.7,120.0,4.0,5.0,Slice (90g),105.0,,31.0,17.0,,22.0,0.0,0.9
246,Dilled Veggie Barley Soup (vgn),17.0,60,,0.0,"Soy, Wheat",,2.0,"Water, Pearl Barley, Onions, Carrots, Small Diced, Celery, Chopped(Celery), Mushrooms, Chopped(Mushroom), Chablis White Wine(Sauterne wine, salt, potassium metabisulfite (preservative). potassium sorbate (preservative)), Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Kosher Salt(Kosher Salt), Spices(Dill Weed), Spices(Black Pepper), Spices(Whole Bay Leaves)",0.65,135.0,1.0,0.0,6 oz. Ladle (183g),70.0,,11.0,1.5,,2.0,0.0,0.6
247,Chicken Pot Pie,25.0,210,,55.0,"Milk, Soy, Wheat",,2.0,"Water, Halal Chicken Thigh(Halal Chicken Thigh), Green Peas, Cooked(Green Peas), Baker Potato(Potato), Jumbo Carrot, All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Celery(Celery), Onions, Chicken Base(Roasted Chicken, Salt, Sugar, Hydrolyzed Corn Protein, Contains 2% Or Less Of Chicken Fat, Onion Powder, Disodium Inosinate, Disodium Guanylate, Extractive of Turmeric (Color), Spice Extractive. OR Roasted Chicken, Salt, Hydrolyzed Corn Protein, Sugar, Chicken Fat, Maltodextrin, Containes 2% or less of Yeast Extract, Onion Powder, Disodium Inosinate, Disodium Guanylate, Turmeric (Color), Natural Flavoring, Extractive Of Annatto (Color).), Kosher Salt(Kosher Salt), Spices(Black Pepper)",1.41,240.0,13.0,5.0,9 oz (238g),490.0,,14.0,11.0,,3.0,0.0,0.0
248,Creole Beans and Rice (vgn),77.0,240,,0.0,Soy,,10.0,"Small Red Bean(Small Red Beans), Long Grain Rice(Long grain white rice, enriched with niacin, iron (ferric orthophosphate), thiamine (thiamine mononitrate), and folic acid.), Water, Diced Tomato(Vine-Ripened Fresh Peeled Tomatoes, Tomato Juice, Salt, And Calcium Chloride.), Onions, Celery, Chopped(Celery), Bell Peppers, Chopped(Bell Pepper), Tomato Sauce(Vine-Ripened Fresh Tomatoes, Salt, Onion Powder, Garlic Powder, Red Pepper And Naturally Derived Citric Acid. May Contain Shellfish, Eggs, Fish, Milk, Peanuts, Sesame, Soy, Tree Nuts, Wheat. OR Tomatoes, Salt, Dehydrated Onions, Dehydrated Garlic, Spices, Natural Flavorings, Sweet Bell Pepper, Citric Acid.), Tabasco Sauce (vgn)(Distilled vinegar, red pepper, salt.), Spices(Garlic Powder), Spices(Thyme Leaves), Roasted Vegetable Base(A Blend of Vegetables [Purees (Carrot, Celery, Onion, Sauteed Onion, Red Bell Pepper), Dehydrated (Tomato, Carrots, Green Bell Pepper, Onion), Juices (Onion, Garlic, Shallot, Carrot)], Sugar, Salt, Yeast Extract, Hydrolyzed Corn Protein, Contains 2% Or Less Of The Following: Maltodextrin, Canola Oil, Natural Flavors, Disodium Inosinate, Disodium Guanylate, Spice, Red Wine Concentrate, Hydrolyzed Soy Protein.), Spices(Ground White Pepper), Spices(Oregano Leaves), Spices(Black Pepper), Spices(Ground Cayenne Pepper), Spices(Whole Bay Leaves)",5.25,690.0,12.0,0.0,3/4 Cup (312g),120.0,,47.0,1.0,,3.0,0.0,0.0
249,Mixed Vegetables (vgn),31.0,80,,0.0,,,4.0,"Mixed Vegeables, Frozen(Carrots, Corn, Peas, Green Beans, Lima Beans, Salt.), Water",1.36,270.0,4.0,0.0,1/2 Cup (118g),60.0,,18.0,0.0,,4.0,0.0,0.0
250,Breakfast Quesadilla (v),387.0,290,,40.0,"Milk, Soy, Wheat",,0.0,"Jack Cheese, Grated(Monterey Jack Cheese (Pateurized Milk, Cheese Cultures, Salt, Enzymes (microbial).), Tortilla Flour Snack(Wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, vegetable shortening (partially hydrogenated soybean and cottonseed oils, vegetable mono & diglycerides, polysorbate 60), soybean oil, contains 2% or less of: salt, mono & diglycerides, calcium propionate, baking powder (corn starch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), emulsifiers (mono & diglycerides, silicon dioxide, wheat enzymes), potassium sorbate, fumaric acid, gum blend (wheat starch, CMC gum, xanthan gum), sodium bicarbonate, and dough conditioner (sodium metabisulfite).), Diced Green Chilie(Diced green chile peppers, water, salt, citric acid, calcium chloride.), Tomatoes, Olive/Canola Oil Blend(Canola oil, virgin olive oil, beta-carotene (color)), Green Onions, Chop Coarse(Green Onion)",1.09,95.0,13.0,10.0,Quesadilla (100g),500.0,,16.0,20.0,1.0,,0.0,0.3
251,Sausage Biscuits & Gravy,190.0,280,,35.0,"Milk, Pork, Soy, Wheat",,1.0,"Whole Milk(Milk, vitamin D3), All Purpose Flour(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Buttermilk(Skim Milk, Non Fat Milk Solids, Culture, and Salt.), Unsalted Butter (v)(Pasteurized Cream, Natural Flavors (Lactic Acid, Starter Distillate)), Skinless Sausage Link (Cooked)(Pork, Water, Salt, Spices, Sugar, Dextrose, Natural Flavoring, Lime Juice Concentrate.), Flour, All Purpose(Bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid.), Baking Powder Double Acting(Baking Soda (For Leavening) Cornstarch, Sodium Aluminum Sulfate (For Leavening), Calcium Sulfate, Monocalcium Phosphate (For Leavening).), Frozen Buttermilk Biscuit(Enriched flour bleached (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water, partially hydrogenated soybean and cottonseed oil, buttermilk, sugar, baking soda, nonfat milk, sodium acid pyrophosphate, whey protein concentrate, salt, sodium aluminum phosphate, whey, sodium caseinate, natural and artificial flavor.), Kosher Salt(Kosher Salt), Baking Soda(Sodium bicarbonate), Garlic Salt(Salt, Garlic, Calcium Silicate (Added To Make Free Flowing), And Garlic Oil.), Chicken Base(Roasted Chicken, Salt, Sugar, Hydrolyzed Corn Protein, Contains 2% Or Less Of Chicken Fat, Onion Powder, Disodium Inosinate, Disodium Guanylate, Extractive of Turmeric (Color), Spice Extractive. OR Roasted Chicken, Salt, Hydrolyzed Corn Protein, Sugar, Chicken Fat, Maltodextrin, Containes 2% or less of Yeast Extract, Onion Powder, Disodium Inosinate, Disodium Guanylate, Turmeric (Color), Natural Flavoring, Extractive Of Annatto (Color).), Spices(Ground White Pepper), Spices(Ground Sage)",1.72,120.0,7.0,8.0,Biscuit w/ Gravy (130g),490.0,,29.0,14.0,,4.0,0.0,0.5
